Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,SNR,Exp_ID,Setup
Layer 17,17,0.4346,0.0071,0.4269,Whisper,20,6,8-Class (All Emotions)
Layer 18,18,0.4357,0.0074,0.4276,Whisper,20,6,8-Class (All Emotions)
Layer 19,19,0.4395,0.0085,0.4314,Whisper,20,6,8-Class (All Emotions)
Layer 20,20,0.4393,0.0114,0.4318,Whisper,20,6,8-Class (All Emotions)
Layer 21,21,0.4427,0.0094,0.4365,Whisper,20,6,8-Class (All Emotions)
Layer 22,22,0.4494,0.0115,0.4432,Whisper,20,6,8-Class (All Emotions)
Layer 23,23,0.4495,0.0063,0.4432,Whisper,20,6,8-Class (All Emotions)
Layer 24,24,0.4513,0.0053,0.4463,Whisper,20,6,8-Class (All Emotions)
CNN,0,0.4387,0.0043,0.3744,Whisper,5,6,8-Class (All Emotions)
Layer 1,1,0.4272,0.0076,0.3842,Whisper,5,6,8-Class (All Emotions)
Layer 2,2,0.421,0.0065,0.3907,Whisper,5,6,8-Class (All Emotions)
Layer 3,3,0.4183,0.0064,0.3935,Whisper,5,6,8-Class (All Emotions)
Layer 4,4,0.4188,0.0066,0.3994,Whisper,5,6,8-Class (All Emotions)
Layer 5,5,0.4165,0.0137,0.4001,Whisper,5,6,8-Class (All Emotions)
Layer 6,6,0.4162,0.0055,0.4016,Whisper,5,6,8-Class (All Emotions)
Layer 7,7,0.4166,0.0055,0.4028,Whisper,5,6,8-Class (All Emotions)
Layer 8,8,0.4282,0.0052,0.4133,Whisper,5,6,8-Class (All Emotions)
Layer 9,9,0.4285,0.0078,0.4134,Whisper,5,6,8-Class (All Emotions)
Layer 10,10,0.4241,0.0024,0.4116,Whisper,5,6,8-Class (All Emotions)
Layer 11,11,0.4281,0.006,0.4165,Whisper,5,6,8-Class (All Emotions)
Layer 12,12,0.4258,0.0061,0.4147,Whisper,5,6,8-Class (All Emotions)
Layer 13,13,0.4313,0.0104,0.4203,Whisper,5,6,8-Class (All Emotions)
Layer 14,14,0.4286,0.0091,0.4187,Whisper,5,6,8-Class (All Emotions)
Layer 15,15,0.4296,0.0036,0.4192,Whisper,5,6,8-Class (All Emotions)
Layer 16,16,0.4338,0.007,0.4236,Whisper,5,6,8-Class (All Emotions)
Layer 17,17,0.4346,0.0067,0.4266,Whisper,5,6,8-Class (All Emotions)
Layer 18,18,0.432,0.0092,0.4229,Whisper,5,6,8-Class (All Emotions)
Layer 19,19,0.4299,0.0073,0.4225,Whisper,5,6,8-Class (All Emotions)
Layer 20,20,0.4343,0.0079,0.4274,Whisper,5,6,8-Class (All Emotions)
Layer 21,21,0.4393,0.0077,0.4323,Whisper,5,6,8-Class (All Emotions)
Layer 22,22,0.4435,0.006,0.4369,Whisper,5,6,8-Class (All Emotions)
Layer 23,23,0.4509,0.0086,0.4441,Whisper,5,6,8-Class (All Emotions)
Layer 24,24,0.4473,0.0098,0.4425,Whisper,5,6,8-Class (All Emotions)
CNN,0,0.3996,0.0048,0.3071,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 1,1,0.4185,0.0065,0.3952,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 2,2,0.4289,0.0047,0.4065,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 3,3,0.4333,0.0079,0.4168,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 4,4,0.4398,0.0066,0.425,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 5,5,0.4455,0.0043,0.4279,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 6,6,0.4392,0.0089,0.4223,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 7,7,0.4472,0.0051,0.4283,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 8,8,0.4442,0.0047,0.4254,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 9,9,0.4488,0.006,0.4295,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 10,10,0.4474,0.0021,0.4315,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 11,11,0.4436,0.0115,0.4287,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 12,12,0.4477,0.0066,0.4357,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 13,13,0.4522,0.0055,0.4408,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 14,14,0.4569,0.0061,0.4416,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 15,15,0.4539,0.0014,0.4388,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 16,16,0.4491,0.007,0.4344,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 17,17,0.4455,0.011,0.4313,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 18,18,0.4411,0.0028,0.4256,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 19,19,0.439,0.0072,0.4236,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 20,20,0.4335,0.0121,0.4176,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 21,21,0.4309,0.0049,0.4143,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 22,22,0.4301,0.0068,0.4154,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 23,23,0.4242,0.007,0.4075,w2v-BERT,clean,6,8-Class (All Emotions)
Layer 24,24,0.427,0.0027,0.4036,w2v-BERT,clean,6,8-Class (All Emotions)
CNN,0,0.3935,0.0063,0.2911,w2v-BERT,0,6,8-Class (All Emotions)
Layer 1,1,0.371,0.0048,0.3484,w2v-BERT,0,6,8-Class (All Emotions)
Layer 2,2,0.3907,0.0038,0.37,w2v-BERT,0,6,8-Class (All Emotions)
Layer 3,3,0.4056,0.0031,0.389,w2v-BERT,0,6,8-Class (All Emotions)
Layer 4,4,0.4101,0.004,0.3935,w2v-BERT,0,6,8-Class (All Emotions)
Layer 5,5,0.4199,0.0031,0.4036,w2v-BERT,0,6,8-Class (All Emotions)
Layer 6,6,0.4191,0.0066,0.4,w2v-BERT,0,6,8-Class (All Emotions)
Layer 7,7,0.4202,0.0096,0.4009,w2v-BERT,0,6,8-Class (All Emotions)
Layer 8,8,0.4211,0.0048,0.3998,w2v-BERT,0,6,8-Class (All Emotions)
Layer 9,9,0.4238,0.0039,0.4029,w2v-BERT,0,6,8-Class (All Emotions)
Layer 10,10,0.4177,0.0074,0.4008,w2v-BERT,0,6,8-Class (All Emotions)
Layer 11,11,0.4249,0.0074,0.4084,w2v-BERT,0,6,8-Class (All Emotions)
Layer 12,12,0.4216,0.0063,0.4087,w2v-BERT,0,6,8-Class (All Emotions)
Layer 13,13,0.42,0.0047,0.4054,w2v-BERT,0,6,8-Class (All Emotions)
Layer 14,14,0.4247,0.0088,0.4094,w2v-BERT,0,6,8-Class (All Emotions)
Layer 15,15,0.4272,0.0069,0.41,w2v-BERT,0,6,8-Class (All Emotions)
Layer 16,16,0.4235,0.0076,0.409,w2v-BERT,0,6,8-Class (All Emotions)
Layer 17,17,0.4272,0.0032,0.4133,w2v-BERT,0,6,8-Class (All Emotions)
Layer 18,18,0.4173,0.0075,0.4041,w2v-BERT,0,6,8-Class (All Emotions)
Layer 19,19,0.4136,0.0055,0.3992,w2v-BERT,0,6,8-Class (All Emotions)
Layer 20,20,0.4063,0.004,0.3904,w2v-BERT,0,6,8-Class (All Emotions)
Layer 21,21,0.3995,0.0063,0.384,w2v-BERT,0,6,8-Class (All Emotions)
Layer 22,22,0.3996,0.0038,0.3826,w2v-BERT,0,6,8-Class (All Emotions)
Layer 23,23,0.3876,0.0052,0.3734,w2v-BERT,0,6,8-Class (All Emotions)
Layer 24,24,0.3908,0.0068,0.3712,w2v-BERT,0,6,8-Class (All Emotions)
CNN,0,0.3919,0.0079,0.2922,w2v-BERT,10,6,8-Class (All Emotions)
Layer 1,1,0.3869,0.0088,0.3634,w2v-BERT,10,6,8-Class (All Emotions)
Layer 2,2,0.407,0.0021,0.3882,w2v-BERT,10,6,8-Class (All Emotions)
Layer 3,3,0.416,0.0081,0.4007,w2v-BERT,10,6,8-Class (All Emotions)
Layer 4,4,0.4133,0.0026,0.4001,w2v-BERT,10,6,8-Class (All Emotions)
Layer 5,5,0.4225,0.0073,0.4076,w2v-BERT,10,6,8-Class (All Emotions)
Layer 6,6,0.4285,0.0095,0.4111,w2v-BERT,10,6,8-Class (All Emotions)
Layer 7,7,0.4299,0.0093,0.4131,w2v-BERT,10,6,8-Class (All Emotions)
Layer 8,8,0.4253,0.0087,0.4053,w2v-BERT,10,6,8-Class (All Emotions)
Layer 9,9,0.4319,0.0048,0.4129,w2v-BERT,10,6,8-Class (All Emotions)
Layer 10,10,0.4345,0.0066,0.4186,w2v-BERT,10,6,8-Class (All Emotions)
Layer 11,11,0.4357,0.0033,0.4218,w2v-BERT,10,6,8-Class (All Emotions)
Layer 12,12,0.4398,0.0056,0.4274,w2v-BERT,10,6,8-Class (All Emotions)
Layer 13,13,0.4293,0.0082,0.4175,w2v-BERT,10,6,8-Class (All Emotions)
Layer 14,14,0.4399,0.0062,0.4253,w2v-BERT,10,6,8-Class (All Emotions)
Layer 15,15,0.4388,0.0068,0.423,w2v-BERT,10,6,8-Class (All Emotions)
Layer 16,16,0.43,0.0031,0.4169,w2v-BERT,10,6,8-Class (All Emotions)
Layer 17,17,0.4358,0.0027,0.4224,w2v-BERT,10,6,8-Class (All Emotions)
Layer 18,18,0.4275,0.0083,0.4146,w2v-BERT,10,6,8-Class (All Emotions)
Layer 19,19,0.4242,0.0075,0.4111,w2v-BERT,10,6,8-Class (All Emotions)
Layer 20,20,0.4186,0.006,0.4044,w2v-BERT,10,6,8-Class (All Emotions)
Layer 21,21,0.4143,0.0059,0.3993,w2v-BERT,10,6,8-Class (All Emotions)
Layer 22,22,0.4046,0.0133,0.391,w2v-BERT,10,6,8-Class (All Emotions)
Layer 23,23,0.395,0.0086,0.3826,w2v-BERT,10,6,8-Class (All Emotions)
Layer 24,24,0.3995,0.0153,0.3804,w2v-BERT,10,6,8-Class (All Emotions)
CNN,0,0.3917,0.0053,0.2937,w2v-BERT,20,6,8-Class (All Emotions)
Layer 1,1,0.3932,0.0042,0.3724,w2v-BERT,20,6,8-Class (All Emotions)
Layer 2,2,0.4124,0.0083,0.3941,w2v-BERT,20,6,8-Class (All Emotions)
Layer 3,3,0.4236,0.0115,0.4094,w2v-BERT,20,6,8-Class (All Emotions)
Layer 4,4,0.4217,0.0042,0.4089,w2v-BERT,20,6,8-Class (All Emotions)
Layer 5,5,0.4295,0.006,0.4151,w2v-BERT,20,6,8-Class (All Emotions)
Layer 6,6,0.4336,0.0106,0.4185,w2v-BERT,20,6,8-Class (All Emotions)
Layer 7,7,0.4301,0.0078,0.4137,w2v-BERT,20,6,8-Class (All Emotions)
Layer 8,8,0.4267,0.0042,0.409,w2v-BERT,20,6,8-Class (All Emotions)
Layer 9,9,0.4403,0.0094,0.4218,w2v-BERT,20,6,8-Class (All Emotions)
Layer 10,10,0.4269,0.0037,0.4123,w2v-BERT,20,6,8-Class (All Emotions)
Layer 11,11,0.4359,0.0047,0.4228,w2v-BERT,20,6,8-Class (All Emotions)
Layer 12,12,0.4367,0.0025,0.4276,w2v-BERT,20,6,8-Class (All Emotions)
Layer 13,13,0.4414,0.005,0.4307,w2v-BERT,20,6,8-Class (All Emotions)
Layer 14,14,0.4483,0.0039,0.4354,w2v-BERT,20,6,8-Class (All Emotions)
Layer 15,15,0.4411,0.0077,0.4265,w2v-BERT,20,6,8-Class (All Emotions)
Layer 16,16,0.438,0.0045,0.4251,w2v-BERT,20,6,8-Class (All Emotions)
Layer 17,17,0.4322,0.005,0.4212,w2v-BERT,20,6,8-Class (All Emotions)
Layer 18,18,0.4306,0.0081,0.4183,w2v-BERT,20,6,8-Class (All Emotions)
Layer 19,19,0.4309,0.012,0.4186,w2v-BERT,20,6,8-Class (All Emotions)
Layer 20,20,0.4242,0.0056,0.411,w2v-BERT,20,6,8-Class (All Emotions)
Layer 21,21,0.4182,0.006,0.4038,w2v-BERT,20,6,8-Class (All Emotions)
Layer 22,22,0.4055,0.0094,0.3913,w2v-BERT,20,6,8-Class (All Emotions)
Layer 23,23,0.4076,0.005,0.3943,w2v-BERT,20,6,8-Class (All Emotions)
Layer 24,24,0.4051,0.0116,0.3855,w2v-BERT,20,6,8-Class (All Emotions)
CNN,0,0.3937,0.008,0.2937,w2v-BERT,5,6,8-Class (All Emotions)
Layer 1,1,0.3806,0.007,0.3579,w2v-BERT,5,6,8-Class (All Emotions)
Layer 2,2,0.3989,0.0052,0.379,w2v-BERT,5,6,8-Class (All Emotions)
Layer 3,3,0.4125,0.0031,0.3964,w2v-BERT,5,6,8-Class (All Emotions)
Layer 4,4,0.4131,0.0073,0.3968,w2v-BERT,5,6,8-Class (All Emotions)
Layer 5,5,0.4195,0.004,0.4045,w2v-BERT,5,6,8-Class (All Emotions)
Layer 6,6,0.4234,0.0077,0.4051,w2v-BERT,5,6,8-Class (All Emotions)
Layer 7,7,0.4315,0.0089,0.4132,w2v-BERT,5,6,8-Class (All Emotions)
Layer 8,8,0.4218,0.0066,0.4021,w2v-BERT,5,6,8-Class (All Emotions)
Layer 9,9,0.4301,0.0028,0.4105,w2v-BERT,5,6,8-Class (All Emotions)
Layer 10,10,0.4259,0.0019,0.4103,w2v-BERT,5,6,8-Class (All Emotions)
Layer 11,11,0.4322,0.0043,0.4182,w2v-BERT,5,6,8-Class (All Emotions)
Layer 12,12,0.4343,0.0058,0.4209,w2v-BERT,5,6,8-Class (All Emotions)
Layer 13,13,0.4225,0.0057,0.4108,w2v-BERT,5,6,8-Class (All Emotions)
Layer 14,14,0.4353,0.0039,0.4192,w2v-BERT,5,6,8-Class (All Emotions)
Layer 15,15,0.4343,0.0071,0.4191,w2v-BERT,5,6,8-Class (All Emotions)
Layer 16,16,0.4276,0.0052,0.4144,w2v-BERT,5,6,8-Class (All Emotions)
Layer 17,17,0.4294,0.0061,0.4162,w2v-BERT,5,6,8-Class (All Emotions)
Layer 18,18,0.4268,0.0054,0.4132,w2v-BERT,5,6,8-Class (All Emotions)
Layer 19,19,0.4218,0.0067,0.4073,w2v-BERT,5,6,8-Class (All Emotions)
Layer 20,20,0.4115,0.0047,0.3973,w2v-BERT,5,6,8-Class (All Emotions)
Layer 21,21,0.4076,0.0055,0.3922,w2v-BERT,5,6,8-Class (All Emotions)
Layer 22,22,0.4035,0.0061,0.389,w2v-BERT,5,6,8-Class (All Emotions)
Layer 23,23,0.3898,0.0043,0.3773,w2v-BERT,5,6,8-Class (All Emotions)
Layer 24,24,0.3943,0.0101,0.3749,w2v-BERT,5,6,8-Class (All Emotions)
CNN,0,0.4607,0.0063,0.4167,wav2vec2,clean,6,8-Class (All Emotions)
Layer 1,1,0.4366,0.0055,0.4128,wav2vec2,clean,6,8-Class (All Emotions)
Layer 2,2,0.4225,0.0063,0.4048,wav2vec2,clean,6,8-Class (All Emotions)
Layer 3,3,0.4248,0.0023,0.4108,wav2vec2,clean,6,8-Class (All Emotions)
Layer 4,4,0.4273,0.0061,0.4159,wav2vec2,clean,6,8-Class (All Emotions)
Layer 5,5,0.4332,0.0063,0.4201,wav2vec2,clean,6,8-Class (All Emotions)
Layer 6,6,0.4342,0.0055,0.4216,wav2vec2,clean,6,8-Class (All Emotions)
Layer 7,7,0.4341,0.0069,0.424,wav2vec2,clean,6,8-Class (All Emotions)
Layer 8,8,0.4252,0.0028,0.414,wav2vec2,clean,6,8-Class (All Emotions)
Layer 9,9,0.4262,0.0052,0.4167,wav2vec2,clean,6,8-Class (All Emotions)
Layer 10,10,0.4311,0.0052,0.4219,wav2vec2,clean,6,8-Class (All Emotions)
Layer 11,11,0.4398,0.0035,0.4289,wav2vec2,clean,6,8-Class (All Emotions)
Layer 12,12,0.4337,0.0063,0.4249,wav2vec2,clean,6,8-Class (All Emotions)
Layer 13,13,0.4258,0.0072,0.4172,wav2vec2,clean,6,8-Class (All Emotions)
Layer 14,14,0.4264,0.0074,0.4174,wav2vec2,clean,6,8-Class (All Emotions)
Layer 15,15,0.4196,0.0088,0.4119,wav2vec2,clean,6,8-Class (All Emotions)
Layer 16,16,0.4238,0.007,0.4146,wav2vec2,clean,6,8-Class (All Emotions)
Layer 17,17,0.424,0.0051,0.4144,wav2vec2,clean,6,8-Class (All Emotions)
Layer 18,18,0.4192,0.006,0.4071,wav2vec2,clean,6,8-Class (All Emotions)
Layer 19,19,0.4324,0.0044,0.4195,wav2vec2,clean,6,8-Class (All Emotions)
Layer 20,20,0.4282,0.0071,0.4123,wav2vec2,clean,6,8-Class (All Emotions)
Layer 21,21,0.4162,0.0072,0.3993,wav2vec2,clean,6,8-Class (All Emotions)
Layer 22,22,0.4167,0.0072,0.3952,wav2vec2,clean,6,8-Class (All Emotions)
Layer 23,23,0.4026,0.0053,0.3795,wav2vec2,clean,6,8-Class (All Emotions)
Layer 24,24,0.3861,0.0014,0.3605,wav2vec2,clean,6,8-Class (All Emotions)
CNN,0,0.4169,0.0071,0.3652,wav2vec2,0,6,8-Class (All Emotions)
Layer 1,1,0.387,0.0053,0.3596,wav2vec2,0,6,8-Class (All Emotions)
Layer 2,2,0.3797,0.0088,0.3592,wav2vec2,0,6,8-Class (All Emotions)
Layer 3,3,0.3791,0.0037,0.3598,wav2vec2,0,6,8-Class (All Emotions)
Layer 4,4,0.3882,0.0056,0.3696,wav2vec2,0,6,8-Class (All Emotions)
Layer 5,5,0.3858,0.0073,0.368,wav2vec2,0,6,8-Class (All Emotions)
Layer 6,6,0.3893,0.0042,0.3719,wav2vec2,0,6,8-Class (All Emotions)
Layer 7,7,0.3884,0.0055,0.3734,wav2vec2,0,6,8-Class (All Emotions)
Layer 8,8,0.3864,0.0041,0.3728,wav2vec2,0,6,8-Class (All Emotions)
Layer 9,9,0.3878,0.0061,0.3741,wav2vec2,0,6,8-Class (All Emotions)
Layer 10,10,0.3882,0.0023,0.3745,wav2vec2,0,6,8-Class (All Emotions)
Layer 11,11,0.3884,0.0024,0.376,wav2vec2,0,6,8-Class (All Emotions)
Layer 12,12,0.383,0.0091,0.3694,wav2vec2,0,6,8-Class (All Emotions)
Layer 13,13,0.3788,0.0069,0.3673,wav2vec2,0,6,8-Class (All Emotions)
Layer 14,14,0.3872,0.0046,0.3749,wav2vec2,0,6,8-Class (All Emotions)
Layer 15,15,0.3807,0.0053,0.3692,wav2vec2,0,6,8-Class (All Emotions)
Layer 16,16,0.3858,0.0045,0.3732,wav2vec2,0,6,8-Class (All Emotions)
Layer 17,17,0.3802,0.0037,0.367,wav2vec2,0,6,8-Class (All Emotions)
Layer 18,18,0.3706,0.0119,0.3566,wav2vec2,0,6,8-Class (All Emotions)
Layer 19,19,0.3878,0.011,0.3709,wav2vec2,0,6,8-Class (All Emotions)
Layer 20,20,0.3799,0.0075,0.3612,wav2vec2,0,6,8-Class (All Emotions)
Layer 21,21,0.3777,0.0073,0.3558,wav2vec2,0,6,8-Class (All Emotions)
Layer 22,22,0.3723,0.005,0.3457,wav2vec2,0,6,8-Class (All Emotions)
Layer 23,23,0.3605,0.0074,0.3328,wav2vec2,0,6,8-Class (All Emotions)
Layer 24,24,0.3503,0.0073,0.3236,wav2vec2,0,6,8-Class (All Emotions)
CNN,0,0.4241,0.0096,0.3777,wav2vec2,10,6,8-Class (All Emotions)
Layer 1,1,0.4055,0.0059,0.3831,wav2vec2,10,6,8-Class (All Emotions)
Layer 2,2,0.4008,0.0058,0.3838,wav2vec2,10,6,8-Class (All Emotions)
Layer 3,3,0.3987,0.0055,0.3845,wav2vec2,10,6,8-Class (All Emotions)
Layer 4,4,0.404,0.0072,0.3893,wav2vec2,10,6,8-Class (All Emotions)
Layer 5,5,0.401,0.0069,0.3872,wav2vec2,10,6,8-Class (All Emotions)
Layer 6,6,0.4041,0.0056,0.3916,wav2vec2,10,6,8-Class (All Emotions)
Layer 7,7,0.4034,0.0068,0.3924,wav2vec2,10,6,8-Class (All Emotions)
Layer 8,8,0.4016,0.0067,0.3892,wav2vec2,10,6,8-Class (All Emotions)
Layer 9,9,0.4092,0.0053,0.3988,wav2vec2,10,6,8-Class (All Emotions)
Layer 10,10,0.4078,0.0043,0.3968,wav2vec2,10,6,8-Class (All Emotions)
Layer 11,11,0.4119,0.0075,0.3997,wav2vec2,10,6,8-Class (All Emotions)
Layer 12,12,0.4097,0.0054,0.3998,wav2vec2,10,6,8-Class (All Emotions)
Layer 13,13,0.4076,0.0077,0.3979,wav2vec2,10,6,8-Class (All Emotions)
Layer 14,14,0.4071,0.0062,0.3977,wav2vec2,10,6,8-Class (All Emotions)
Layer 15,15,0.4097,0.0043,0.3997,wav2vec2,10,6,8-Class (All Emotions)
Layer 16,16,0.4083,0.0048,0.3981,wav2vec2,10,6,8-Class (All Emotions)
Layer 17,17,0.4042,0.0112,0.3936,wav2vec2,10,6,8-Class (All Emotions)
Layer 18,18,0.4067,0.0041,0.3942,wav2vec2,10,6,8-Class (All Emotions)
Layer 19,19,0.4106,0.0094,0.3954,wav2vec2,10,6,8-Class (All Emotions)
Layer 20,20,0.405,0.0062,0.389,wav2vec2,10,6,8-Class (All Emotions)
Layer 21,21,0.4018,0.0037,0.3833,wav2vec2,10,6,8-Class (All Emotions)
Layer 22,22,0.3985,0.0112,0.3742,wav2vec2,10,6,8-Class (All Emotions)
Layer 23,23,0.3861,0.0062,0.362,wav2vec2,10,6,8-Class (All Emotions)
Layer 24,24,0.3696,0.0116,0.3426,wav2vec2,10,6,8-Class (All Emotions)
CNN,0,0.4382,0.0039,0.3944,wav2vec2,20,6,8-Class (All Emotions)
Layer 1,1,0.4115,0.0139,0.3927,wav2vec2,20,6,8-Class (All Emotions)
Layer 2,2,0.4048,0.0023,0.3909,wav2vec2,20,6,8-Class (All Emotions)
Layer 3,3,0.4043,0.0014,0.3919,wav2vec2,20,6,8-Class (All Emotions)
Layer 4,4,0.4081,0.0043,0.3951,wav2vec2,20,6,8-Class (All Emotions)
Layer 5,5,0.4108,0.0029,0.3989,wav2vec2,20,6,8-Class (All Emotions)
Layer 6,6,0.421,0.0077,0.409,wav2vec2,20,6,8-Class (All Emotions)
Layer 7,7,0.4194,0.003,0.4085,wav2vec2,20,6,8-Class (All Emotions)
Layer 8,8,0.411,0.0029,0.4016,wav2vec2,20,6,8-Class (All Emotions)
Layer 9,9,0.4153,0.0036,0.4064,wav2vec2,20,6,8-Class (All Emotions)
Layer 10,10,0.4171,0.0028,0.4067,wav2vec2,20,6,8-Class (All Emotions)
Layer 11,11,0.4134,0.0069,0.4027,wav2vec2,20,6,8-Class (All Emotions)
Layer 12,12,0.425,0.006,0.4145,wav2vec2,20,6,8-Class (All Emotions)
Layer 13,13,0.4181,0.0031,0.4086,wav2vec2,20,6,8-Class (All Emotions)
Layer 14,14,0.4207,0.0054,0.4126,wav2vec2,20,6,8-Class (All Emotions)
Layer 15,15,0.4129,0.0057,0.4054,wav2vec2,20,6,8-Class (All Emotions)
Layer 16,16,0.4155,0.0076,0.4063,wav2vec2,20,6,8-Class (All Emotions)
Layer 17,17,0.4159,0.0051,0.4053,wav2vec2,20,6,8-Class (All Emotions)
Layer 18,18,0.4087,0.005,0.3965,wav2vec2,20,6,8-Class (All Emotions)
Layer 19,19,0.4121,0.005,0.3983,wav2vec2,20,6,8-Class (All Emotions)
Layer 20,20,0.4102,0.0032,0.3936,wav2vec2,20,6,8-Class (All Emotions)
Layer 21,21,0.4108,0.0066,0.3912,wav2vec2,20,6,8-Class (All Emotions)
Layer 22,22,0.4087,0.0068,0.3865,wav2vec2,20,6,8-Class (All Emotions)
Layer 23,23,0.396,0.0079,0.3733,wav2vec2,20,6,8-Class (All Emotions)
Layer 24,24,0.3816,0.0112,0.3555,wav2vec2,20,6,8-Class (All Emotions)
CNN,0,0.4201,0.0042,0.3707,wav2vec2,5,6,8-Class (All Emotions)
Layer 1,1,0.3964,0.0048,0.3725,wav2vec2,5,6,8-Class (All Emotions)
Layer 2,2,0.3937,0.0088,0.3749,wav2vec2,5,6,8-Class (All Emotions)
Layer 3,3,0.3911,0.0056,0.3756,wav2vec2,5,6,8-Class (All Emotions)
Layer 4,4,0.4006,0.0065,0.3837,wav2vec2,5,6,8-Class (All Emotions)
Layer 5,5,0.3914,0.011,0.3755,wav2vec2,5,6,8-Class (All Emotions)
Layer 6,6,0.3966,0.0037,0.3828,wav2vec2,5,6,8-Class (All Emotions)
Layer 7,7,0.3948,0.0035,0.3807,wav2vec2,5,6,8-Class (All Emotions)
Layer 8,8,0.3951,0.0077,0.3816,wav2vec2,5,6,8-Class (All Emotions)
Layer 9,9,0.4008,0.0054,0.3894,wav2vec2,5,6,8-Class (All Emotions)
Layer 10,10,0.3987,0.0058,0.3863,wav2vec2,5,6,8-Class (All Emotions)
Layer 11,11,0.3965,0.0107,0.3857,wav2vec2,5,6,8-Class (All Emotions)
Layer 12,12,0.396,0.0051,0.3857,wav2vec2,5,6,8-Class (All Emotions)
Layer 13,13,0.4014,0.0035,0.3922,wav2vec2,5,6,8-Class (All Emotions)
Layer 14,14,0.3989,0.0086,0.3885,wav2vec2,5,6,8-Class (All Emotions)
Layer 15,15,0.3999,0.006,0.3896,wav2vec2,5,6,8-Class (All Emotions)
Layer 16,16,0.3979,0.0077,0.3879,wav2vec2,5,6,8-Class (All Emotions)
Layer 17,17,0.3951,0.0088,0.3824,wav2vec2,5,6,8-Class (All Emotions)
Layer 18,18,0.3985,0.0114,0.3858,wav2vec2,5,6,8-Class (All Emotions)
Layer 19,19,0.4035,0.0114,0.388,wav2vec2,5,6,8-Class (All Emotions)
Layer 20,20,0.3969,0.008,0.3785,wav2vec2,5,6,8-Class (All Emotions)
Layer 21,21,0.3944,0.0035,0.3745,wav2vec2,5,6,8-Class (All Emotions)
Layer 22,22,0.3889,0.0069,0.3653,wav2vec2,5,6,8-Class (All Emotions)
Layer 23,23,0.3794,0.0048,0.3543,wav2vec2,5,6,8-Class (All Emotions)
Layer 24,24,0.364,0.0036,0.3359,wav2vec2,5,6,8-Class (All Emotions)
